No.,Time,Source,Destination,Protocol,Length,Info
213,6.129575,10.35.88.127,10.59.108.53,DHCP,342,DHCP Discover - Transaction ID 0x34e11be8
230,6.70354,10.35.88.127,10.59.108.53,DHCP,342,DHCP Discover - Transaction ID 0x8f0b4df7
232,6.791859,10.239.16.243,10.23.138.153,TCP,68,"45094  >  443 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1410 WS=64 TSval=3322914439 TSecr=0 SACK_PERM"
238,6.860278,10.239.16.243,10.14.228.245,TCP,68,"45593  >  443 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1410 WS=64 TSval=3971674714 TSecr=0 SACK_PERM"
243,6.866365,10.23.138.153,10.239.16.243,TCP,64,"443  >  45094 [SYN, ACK, ECE] Seq=0 Ack=1 Win=65535 Len=0 MSS=1390 WS=256 SACK_PERM TSval=284869414 TSecr=3322914439"
245,6.866438,10.23.138.153,10.79.81.239,TCP,74,"443  >  55172 [SYN, ACK, ECE] Seq=0 Ack=1 Win=65535 Len=0 MSS=1390 WS=256 SACK_PERM TSval=284869414 TSecr=3322914439"
246,6.867122,10.239.16.243,10.23.138.153,TCP,56,45094  >  443 [ACK] Seq=1 Ack=1 Win=132288 Len=0 TSval=3322914514 TSecr=284869414
247,6.867355,10.239.16.243,10.23.138.153,TLSv1.2,293,Client Hello (SNI=pub-ent-usnc-14-t.trouter.teams.microsoft.com)
265,6.926505,10.23.138.153,10.239.16.243,TCP,1444,443  >  45094 [ACK] Seq=1 Ack=238 Win=4194048 Len=1388 TSval=284869478 TSecr=3322914514 [TCP PDU reassembled in 274]
271,6.926729,10.23.138.153,10.239.16.243,TCP,1444,443  >  45094 [ACK] Seq=1389 Ack=238 Win=4194048 Len=1388 TSval=284869478 TSecr=3322914514 [TCP PDU reassembled in 274]
272,6.926731,10.23.138.153,10.239.16.243,TCP,1444,443  >  45094 [ACK] Seq=2777 Ack=238 Win=4194048 Len=1388 TSval=284869478 TSecr=3322914514 [TCP PDU reassembled in 274]
273,6.926733,10.23.138.153,10.239.16.243,TCP,1444,443  >  45094 [ACK] Seq=4165 Ack=238 Win=4194048 Len=1388 TSval=284869478 TSecr=3322914514 [TCP PDU reassembled in 274]
274,6.926735,10.23.138.153,10.239.16.243,TLSv1.2,521,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
275,6.926804,10.23.138.153,10.79.81.239,TCP,1454,443  >  55172 [ACK] Seq=1 Ack=238 Win=4194048 Len=1388 TSval=284869478 TSecr=3322914514 [TCP PDU reassembled in 279]
276,6.92683,10.23.138.153,10.79.81.239,TCP,1454,443  >  55172 [ACK] Seq=1389 Ack=238 Win=4194048 Len=1388 TSval=284869478 TSecr=3322914514 [TCP PDU reassembled in 279]
277,6.926845,10.23.138.153,10.79.81.239,TCP,1454,443  >  55172 [ACK] Seq=2777 Ack=238 Win=4194048 Len=1388 TSval=284869478 TSecr=3322914514 [TCP PDU reassembled in 279]
278,6.92686,10.23.138.153,10.79.81.239,TCP,1454,443  >  55172 [ACK] Seq=4165 Ack=238 Win=4194048 Len=1388 TSval=284869478 TSecr=3322914514 [TCP PDU reassembled in 279]
279,6.926874,10.23.138.153,10.79.81.239,TLSv1.2,531,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
283,6.92799,10.239.16.243,10.23.138.153,TCP,56,45094  >  443 [ACK] Seq=238 Ack=6018 Win=126208 Len=0 TSval=3322914574 TSecr=284869478
285,6.932371,10.14.228.245,10.239.16.243,TCP,64,"443  >  45593 [SYN, ACK, ECE] Seq=0 Ack=1 Win=65535 Len=0 MSS=1390 WS=256 SACK_PERM TSval=764821472 TSecr=3971674714"
286,6.932445,10.14.228.245,10.79.81.239,TCP,74,"443  >  55174 [SYN, ACK, ECE] Seq=0 Ack=1 Win=65535 Len=0 MSS=1390 WS=256 SACK_PERM TSval=764821472 TSecr=3971674714"
287,6.933293,10.239.16.243,10.14.228.245,TCP,56,45593  >  443 [ACK] Seq=1 Ack=1 Win=132288 Len=0 TSval=3971674787 TSecr=764821472
288,6.933733,10.239.16.243,10.14.228.245,TLSv1.2,293,Client Hello (SNI=pub-ent-ussc-15-t.trouter.teams.microsoft.com)
295,6.960167,10.239.16.243,10.23.138.153,TLSv1.2,163,Client Key Exchange
296,7.015043,10.14.228.245,10.239.16.243,TCP,1444,443  >  45593 [ACK] Seq=1 Ack=238 Win=4194048 Len=1388 TSval=764821556 TSecr=3971674787 [TCP PDU reassembled in 308]
297,7.01515,10.14.228.245,10.79.81.239,TCP,1454,443  >  55174 [ACK] Seq=1 Ack=238 Win=4194048 Len=1388 TSval=764821556 TSecr=3971674787 [TCP PDU reassembled in 312]
298,7.016341,10.239.16.243,10.14.228.245,TCP,56,45593  >  443 [ACK] Seq=238 Ack=1389 Win=130880 Len=0 TSval=3971674870 TSecr=764821556
305,7.020414,10.14.228.245,10.239.16.243,TCP,1444,443  >  45593 [ACK] Seq=1389 Ack=238 Win=4194048 Len=1388 TSval=764821556 TSecr=3971674787 [TCP PDU reassembled in 308]
306,7.020417,10.14.228.245,10.239.16.243,TCP,1444,443  >  45593 [ACK] Seq=2777 Ack=238 Win=4194048 Len=1388 TSval=764821556 TSecr=3971674787 [TCP PDU reassembled in 308]
307,7.020419,10.14.228.245,10.239.16.243,TCP,1444,443  >  45593 [ACK] Seq=4165 Ack=238 Win=4194048 Len=1388 TSval=764821556 TSecr=3971674787 [TCP PDU reassembled in 308]
308,7.02042,10.14.228.245,10.239.16.243,TLSv1.2,518,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
309,7.02049,10.14.228.245,10.79.81.239,TCP,1454,443  >  55174 [ACK] Seq=1389 Ack=238 Win=4194048 Len=1388 TSval=764821556 TSecr=3971674787 [TCP PDU reassembled in 312]
310,7.020521,10.14.228.245,10.79.81.239,TCP,1454,443  >  55174 [ACK] Seq=2777 Ack=238 Win=4194048 Len=1388 TSval=764821556 TSecr=3971674787 [TCP PDU reassembled in 312]
311,7.020535,10.14.228.245,10.79.81.239,TCP,1454,443  >  55174 [ACK] Seq=4165 Ack=238 Win=4194048 Len=1388 TSval=764821556 TSecr=3971674787 [TCP PDU reassembled in 312]
312,7.020548,10.14.228.245,10.79.81.239,TLSv1.2,528,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
313,7.021165,10.239.16.243,10.14.228.245,TCP,56,45593  >  443 [ACK] Seq=238 Ack=2777 Win=129664 Len=0 TSval=3971674875 TSecr=764821556
314,7.021326,10.239.16.243,10.14.228.245,TCP,56,45593  >  443 [ACK] Seq=238 Ack=4165 Win=128256 Len=0 TSval=3971674875 TSecr=764821556
315,7.021427,10.239.16.243,10.14.228.245,TCP,56,45593  >  443 [ACK] Seq=238 Ack=6015 Win=126400 Len=0 TSval=3971674875 TSecr=764821556
331,7.042256,10.239.16.243,10.14.228.245,TLSv1.2,163,Client Key Exchange
333,7.049977,10.23.138.153,10.239.16.243,TCP,56,443  >  45094 [ACK] Seq=6018 Ack=345 Win=4194048 Len=0 TSval=284869604 TSecr=3322914607
334,7.050056,10.23.138.153,10.79.81.239,TCP,66,443  >  55172 [ACK] Seq=6018 Ack=345 Win=4194048 Len=0 TSval=284869604 TSecr=3322914607
335,7.051024,10.239.16.243,10.23.138.153,TLSv1.2,107,"Change Cipher Spec, Encrypted Handshake Message"
349,7.074992,10.239.16.243,10.23.138.153,TLSv1.2,87,Encrypted Alert
350,7.087957,10.23.138.153,10.239.16.243,TLSv1.2,107,"Change Cipher Spec, Encrypted Handshake Message"
351,7.088048,10.23.138.153,10.79.81.239,TLSv1.2,117,"Change Cipher Spec, Encrypted Handshake Message"
352,7.089157,10.239.16.243,10.23.138.153,TCP,44,45094  >  443 [RST] Seq=396 Win=0 Len=0
353,7.124011,10.23.138.153,10.239.16.243,TCP,44,"443  >  45094 [RST, ACK] Seq=6069 Ack=428 Win=0 Len=0"
355,7.124102,10.23.138.153,10.79.81.239,TCP,54,"443  >  55172 [RST, ACK] Seq=6069 Ack=428 Win=0 Len=0"
366,7.140032,10.239.16.243,10.21.113.184,TCP,68,"33895  >  443 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1410 WS=64 TSval=3882837164 TSecr=0 SACK_PERM"
367,7.1405,10.239.16.243,10.125.92.181,TCP,68,"39007  >  443 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1410 WS=64 TSval=1193772466 TSecr=0 SACK_PERM"
373,7.162008,10.14.228.245,10.239.16.243,TCP,56,443  >  45593 [ACK] Seq=6015 Ack=345 Win=4194048 Len=0 TSval=764821706 TSecr=3971674896
374,7.162103,10.14.228.245,10.79.81.239,TCP,66,443  >  55174 [ACK] Seq=6015 Ack=345 Win=4194048 Len=0 TSval=764821706 TSecr=3971674896
375,7.163017,10.239.16.243,10.14.228.245,TLSv1.2,107,"Change Cipher Spec, Encrypted Handshake Message"
381,7.172402,10.125.92.181,10.239.16.243,TCP,56,"443  >  39007 [SYN, ACK, ECE] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM"
383,7.172494,10.21.113.184,10.239.16.243,TCP,56,"443  >  33895 [SYN, ACK, ECE] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM"
384,7.172557,10.125.92.181,10.79.81.239,TCP,66,"443  >  55178 [SYN, ACK, ECE] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM"
385,7.172578,10.21.113.184,10.79.81.239,TCP,66,"443  >  55177 [SYN, ACK, ECE] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM"
387,7.173453,10.239.16.243,10.125.92.181,TCP,44,39007  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0
388,7.173542,10.239.16.243,10.21.113.184,TCP,44,33895  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0
389,7.17362,10.239.16.243,10.125.92.181,TLSv1.2,255,Client Hello (SNI=teams.microsoft.com)
390,7.17382,10.239.16.243,10.21.113.184,TLSv1.2,255,Client Hello (SNI=teams.microsoft.com)
410,7.182557,10.159.114.253,10.79.81.239,DNS,431,Standard query response 0x075a AAAA api.flightproxy.teams.microsoft.com CNAME api.flightproxy.teams.trafficmanager.net CNAME ep-usce-04-prod-aks.flightproxy.teams.microsoft.com CNAME epx.usce-04.ic3-calling-enterpriseproxy.centralus-prod.cosmic.office.net CNAME cosmic-centralus-ns-39eeb10d19f7.trafficmanager.net CNAME epx-enterpriseproxy-1.d03-088.ic3-calling-enterpriseproxy.01-centralus-prod.cosmic.office.net AAAA 2603:1063:11::92
427,7.208427,10.21.113.184,10.239.16.243,TCP,44,443  >  33895 [ACK] Seq=1 Ack=212 Win=4194048 Len=0
428,7.208431,10.125.92.181,10.239.16.243,TCP,44,443  >  39007 [ACK] Seq=1 Ack=212 Win=4194048 Len=0
429,7.208433,10.21.113.184,10.239.16.243,TCP,1444,443  >  33895 [ACK] Seq=1 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 436]
430,7.208434,10.21.113.184,10.239.16.243,TCP,1444,443  >  33895 [ACK] Seq=1401 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 436]
431,7.208435,10.125.92.181,10.239.16.243,TCP,1444,443  >  39007 [ACK] Seq=1 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 438]
432,7.208437,10.125.92.181,10.239.16.243,TCP,1444,443  >  39007 [ACK] Seq=1401 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 438]
433,7.208438,10.125.92.181,10.239.16.243,TCP,1444,443  >  39007 [ACK] Seq=2801 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 438]
434,7.20844,10.21.113.184,10.239.16.243,TCP,1444,443  >  33895 [ACK] Seq=2801 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 436]
435,7.208441,10.21.113.184,10.239.16.243,TCP,1444,443  >  33895 [ACK] Seq=4201 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 436]
436,7.208443,10.21.113.184,10.239.16.243,TLSv1.2,441,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
437,7.208445,10.125.92.181,10.239.16.243,TCP,1444,443  >  39007 [ACK] Seq=4201 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 438]
438,7.208446,10.125.92.181,10.239.16.243,TLSv1.2,441,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
439,7.208515,10.21.113.184,10.79.81.239,TCP,54,443  >  55177 [ACK] Seq=1 Ack=212 Win=4194048 Len=0
440,7.208548,10.125.92.181,10.79.81.239,TCP,54,443  >  55178 [ACK] Seq=1 Ack=212 Win=4194048 Len=0
441,7.208563,10.21.113.184,10.79.81.239,TCP,1454,443  >  55177 [ACK] Seq=1 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 448]
442,7.208577,10.21.113.184,10.79.81.239,TCP,1454,443  >  55177 [ACK] Seq=1401 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 448]
443,7.208592,10.125.92.181,10.79.81.239,TCP,1454,443  >  55178 [ACK] Seq=1 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 450]
444,7.208604,10.125.92.181,10.79.81.239,TCP,1454,443  >  55178 [ACK] Seq=1401 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 450]
445,7.208617,10.125.92.181,10.79.81.239,TCP,1454,443  >  55178 [ACK] Seq=2801 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 450]
446,7.208631,10.21.113.184,10.79.81.239,TCP,1454,443  >  55177 [ACK] Seq=2801 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 448]
447,7.208644,10.21.113.184,10.79.81.239,TCP,1454,443  >  55177 [ACK] Seq=4201 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 448]
448,7.208659,10.21.113.184,10.79.81.239,TLSv1.2,451,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
449,7.208671,10.125.92.181,10.79.81.239,TCP,1454,443  >  55178 [ACK] Seq=4201 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 450]
450,7.208685,10.125.92.181,10.79.81.239,TLSv1.2,451,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
451,7.20963,10.239.16.243,10.125.92.181,TCP,44,39007  >  443 [ACK] Seq=212 Ack=5998 Win=256128 Len=0
452,7.209723,10.239.16.243,10.21.113.184,TCP,44,33895  >  443 [ACK] Seq=212 Ack=5998 Win=256128 Len=0
467,7.21731,10.159.114.253,10.79.81.239,DNS,476,Standard query response 0x9d28 HTTPS api.flightproxy.teams.microsoft.com CNAME api.flightproxy.teams.trafficmanager.net CNAME ep-usce-04-prod-aks.flightproxy.teams.microsoft.com CNAME epx.usce-04.ic3-calling-enterpriseproxy.centralus-prod.cosmic.office.net CNAME cosmic-centralus-ns-39eeb10d19f7.trafficmanager.net CNAME epx-enterpriseproxy-1.d03-088.ic3-calling-enterpriseproxy.01-centralus-prod.cosmic.office.net SOA ns1-33.azure-dns.com
470,7.237005,10.14.228.245,10.239.16.243,TLSv1.2,107,"Change Cipher Spec, Encrypted Handshake Message"
471,7.237076,10.14.228.245,10.79.81.239,TLSv1.2,117,"Change Cipher Spec, Encrypted Handshake Message"
472,7.238085,10.239.16.243,10.14.228.245,TCP,56,45593  >  443 [ACK] Seq=396 Ack=6066 Win=131008 Len=0 TSval=3971675092 TSecr=764821781
473,7.23864,10.239.16.243,10.14.228.245,TCP,1434,45593  >  443 [ACK] Seq=396 Ack=6066 Win=131072 Len=1378 TSval=3971675092 TSecr=764821781 [TCP PDU reassembled in 475]
474,7.238769,10.239.16.243,10.14.228.245,TCP,1434,45593  >  443 [ACK] Seq=1774 Ack=6066 Win=131072 Len=1378 TSval=3971675092 TSecr=764821781 [TCP PDU reassembled in 475]
475,7.23885,10.239.16.243,10.14.228.245,TLSv1.2,77,Application Data
480,7.252634,10.239.16.243,10.21.113.184,TLSv1.2,187,Client Key Exchange
487,7.267901,10.239.16.243,10.125.92.181,TLSv1.2,187,Client Key Exchange
490,7.280603,10.159.114.253,10.79.81.239,DNS,419,Standard query response 0x1af9 A api.flightproxy.teams.microsoft.com CNAME api.flightproxy.teams.trafficmanager.net CNAME ep-usce-04-prod-aks.flightproxy.teams.microsoft.com CNAME epx.usce-04.ic3-calling-enterpriseproxy.centralus-prod.cosmic.office.net CNAME cosmic-centralus-ns-39eeb10d19f7.trafficmanager.net CNAME epx-enterpriseproxy-1.d03-088.ic3-calling-enterpriseproxy.01-centralus-prod.cosmic.office.net A 52.112.72.11
493,7.284334,10.21.113.184,10.239.16.243,TCP,44,443  >  33895 [ACK] Seq=5998 Ack=355 Win=4193792 Len=0
494,7.284405,10.21.113.184,10.79.81.239,TCP,54,443  >  55177 [ACK] Seq=5998 Ack=355 Win=4193792 Len=0
495,7.284972,10.239.16.243,10.21.113.184,TLSv1.2,95,"Change Cipher Spec, Encrypted Handshake Message"
504,7.292221,10.239.16.243,10.21.113.184,TLSv1.2,75,Encrypted Alert
505,7.292336,10.239.16.243,10.125.92.181,TLSv1.2,126,"Change Cipher Spec, Encrypted Handshake Message, Encrypted Alert"
506,7.298937,10.125.92.181,10.239.16.243,TCP,44,443  >  39007 [ACK] Seq=5998 Ack=355 Win=4193792 Len=0
507,7.298979,10.125.92.181,10.79.81.239,TCP,54,443  >  55178 [ACK] Seq=5998 Ack=355 Win=4193792 Len=0
508,7.319955,10.14.228.245,10.239.16.243,TCP,56,443  >  45593 [ACK] Seq=6066 Ack=3152 Win=4194304 Len=0 TSval=764821864 TSecr=3971675092
509,7.320019,10.14.228.245,10.79.81.239,TCP,66,443  >  55174 [ACK] Seq=6066 Ack=3152 Win=4194304 Len=0 TSval=764821864 TSecr=3971675092
512,7.324369,10.21.113.184,10.239.16.243,TCP,44,443  >  33895 [ACK] Seq=5998 Ack=406 Win=4193792 Len=0
515,7.324447,10.21.113.184,10.239.16.243,TLSv1.2,95,"Change Cipher Spec, Encrypted Handshake Message"
516,7.324448,10.14.228.245,10.239.16.243,TLSv1.2,441,Application Data
517,7.324448,10.14.228.245,10.239.16.243,TLSv1.2,90,Application Data
518,7.324449,10.14.228.245,10.239.16.243,TLSv1.2,865,Application Data
520,7.324483,10.21.113.184,10.79.81.239,TCP,54,443  >  55177 [ACK] Seq=5998 Ack=406 Win=4193792 Len=0
521,7.324493,10.21.113.184,10.79.81.239,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message"
522,7.324501,10.14.228.245,10.79.81.239,TLSv1.2,451,Application Data
523,7.324507,10.14.228.245,10.79.81.239,TLSv1.2,100,Application Data
524,7.324513,10.14.228.245,10.79.81.239,TLSv1.2,875,Application Data
526,7.325533,10.239.16.243,10.21.113.184,TCP,44,33895  >  443 [RST] Seq=406 Win=0 Len=0
527,7.325606,10.239.16.243,10.14.228.245,TCP,56,45593  >  443 [ACK] Seq=3173 Ack=7294 Win=129792 Len=0 TSval=3971675179 TSecr=764821867
528,7.330432,10.21.113.184,10.239.16.243,TCP,44,443  >  33895 [ACK] Seq=6049 Ack=438 Win=4193792 Len=0
529,7.330436,10.21.113.184,10.239.16.243,TCP,44,"443  >  33895 [RST, ACK] Seq=6049 Ack=438 Win=0 Len=0"
530,7.330437,10.125.92.181,10.239.16.243,TCP,44,443  >  39007 [ACK] Seq=5998 Ack=438 Win=4193792 Len=0
532,7.330516,10.21.113.184,10.79.81.239,TCP,54,443  >  55177 [ACK] Seq=6049 Ack=438 Win=4193792 Len=0
533,7.330549,10.21.113.184,10.79.81.239,TCP,54,"443  >  55177 [RST, ACK] Seq=6049 Ack=438 Win=0 Len=0"
534,7.330564,10.125.92.181,10.79.81.239,TCP,54,443  >  55178 [ACK] Seq=5998 Ack=438 Win=4193792 Len=0
538,7.330571,10.125.92.181,10.239.16.243,TLSv1.2,95,"Change Cipher Spec, Encrypted Handshake Message"
543,7.330759,10.125.92.181,10.79.81.239,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message"
544,7.331637,10.239.16.243,10.21.113.184,TCP,44,33895  >  443 [RST] Seq=438 Win=0 Len=0
547,7.331896,10.239.16.243,10.125.92.181,TCP,44,39007  >  443 [RST] Seq=438 Win=0 Len=0
548,7.336336,10.125.92.181,10.239.16.243,TCP,44,"443  >  39007 [RST, ACK] Seq=6049 Ack=438 Win=0 Len=0"
549,7.336392,10.125.92.181,10.79.81.239,TCP,54,"443  >  55178 [RST, ACK] Seq=6049 Ack=438 Win=0 Len=0"
552,7.339503,10.239.16.243,10.125.92.181,TCP,68,"35850  >  443 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1410 WS=64 TSval=598744342 TSecr=0 SACK_PERM"
553,7.339582,10.239.16.243,10.21.113.184,TCP,68,"45575  >  443 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1410 WS=64 TSval=4127947813 TSecr=0 SACK_PERM"
566,7.376357,10.125.92.181,10.239.16.243,TCP,56,"443  >  35850 [SYN, ACK, ECE] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM"
568,7.376448,10.125.92.181,10.79.81.239,TCP,66,"443  >  55182 [SYN, ACK, ECE] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM"
570,7.377043,10.239.16.243,10.125.92.181,TCP,44,35850  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0
572,7.377559,10.239.16.243,10.125.92.181,TLSv1.2,255,Client Hello (SNI=teams.microsoft.com)
573,7.382352,10.21.113.184,10.239.16.243,TCP,56,"443  >  45575 [SYN, ACK, ECE] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM"
574,7.382426,10.21.113.184,10.79.81.239,TCP,66,"443  >  55183 [SYN, ACK, ECE] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM"
575,7.383044,10.239.16.243,10.21.113.184,TCP,44,45575  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0
576,7.383191,10.239.16.243,10.21.113.184,TLSv1.2,255,Client Hello (SNI=teams.microsoft.com)
617,7.416418,10.125.92.181,10.239.16.243,TCP,44,443  >  35850 [ACK] Seq=1 Ack=212 Win=4194048 Len=0
623,7.416516,10.125.92.181,10.239.16.243,TCP,1444,443  >  35850 [ACK] Seq=1 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 627]
624,7.416518,10.125.92.181,10.239.16.243,TCP,1444,443  >  35850 [ACK] Seq=1401 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 627]
625,7.416519,10.125.92.181,10.239.16.243,TCP,1444,443  >  35850 [ACK] Seq=2801 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 627]
626,7.416521,10.125.92.181,10.239.16.243,TCP,1444,443  >  35850 [ACK] Seq=4201 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 627]
627,7.416522,10.125.92.181,10.239.16.243,TLSv1.2,441,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
628,7.416524,10.21.113.184,10.239.16.243,TCP,44,443  >  45575 [ACK] Seq=1 Ack=212 Win=4194048 Len=0
629,7.416569,10.125.92.181,10.79.81.239,TCP,54,443  >  55182 [ACK] Seq=1 Ack=212 Win=4194048 Len=0
630,7.416586,10.125.92.181,10.79.81.239,TCP,1454,443  >  55182 [ACK] Seq=1 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 634]
631,7.416599,10.125.92.181,10.79.81.239,TCP,1454,443  >  55182 [ACK] Seq=1401 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 634]
632,7.416614,10.125.92.181,10.79.81.239,TCP,1454,443  >  55182 [ACK] Seq=2801 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 634]
633,7.416628,10.125.92.181,10.79.81.239,TCP,1454,443  >  55182 [ACK] Seq=4201 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 634]
634,7.416642,10.125.92.181,10.79.81.239,TLSv1.2,451,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
635,7.416656,10.21.113.184,10.79.81.239,TCP,54,443  >  55183 [ACK] Seq=1 Ack=212 Win=4194048 Len=0
637,7.417538,10.239.16.243,10.125.92.181,TCP,44,35850  >  443 [ACK] Seq=212 Ack=5998 Win=256128 Len=0
638,7.422404,10.21.113.184,10.239.16.243,TCP,1444,443  >  45575 [ACK] Seq=1 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 642]
639,7.422407,10.21.113.184,10.239.16.243,TCP,1444,443  >  45575 [ACK] Seq=1401 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 642]
640,7.422408,10.21.113.184,10.239.16.243,TCP,1444,443  >  45575 [ACK] Seq=2801 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 642]
641,7.42241,10.21.113.184,10.239.16.243,TCP,1444,443  >  45575 [ACK] Seq=4201 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 642]
642,7.422411,10.21.113.184,10.239.16.243,TLSv1.2,441,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
643,7.422474,10.21.113.184,10.79.81.239,TCP,1454,443  >  55183 [ACK] Seq=1 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 647]
644,7.422504,10.21.113.184,10.79.81.239,TCP,1454,443  >  55183 [ACK] Seq=1401 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 647]
645,7.422524,10.21.113.184,10.79.81.239,TCP,1454,443  >  55183 [ACK] Seq=2801 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 647]
646,7.422537,10.21.113.184,10.79.81.239,TCP,1454,443  >  55183 [ACK] Seq=4201 Ack=212 Win=4194048 Len=1400 [TCP PDU reassembled in 647]
647,7.42255,10.21.113.184,10.79.81.239,TLSv1.2,451,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
648,7.423457,10.239.16.243,10.21.113.184,TCP,44,45575  >  443 [ACK] Seq=212 Ack=5998 Win=256128 Len=0
676,7.484465,10.239.16.243,10.125.92.181,TLSv1.2,187,Client Key Exchange
681,7.503248,10.239.16.243,10.21.113.184,TLSv1.2,187,Client Key Exchange
683,7.518016,10.125.92.181,10.239.16.243,TCP,44,443  >  35850 [ACK] Seq=5998 Ack=355 Win=4193792 Len=0
686,7.51814,10.125.92.181,10.79.81.239,TCP,54,443  >  55182 [ACK] Seq=5998 Ack=355 Win=4193792 Len=0
688,7.519169,10.239.16.243,10.125.92.181,TLSv1.2,95,"Change Cipher Spec, Encrypted Handshake Message"
697,7.523976,10.239.16.243,10.21.113.184,TLSv1.2,126,"Change Cipher Spec, Encrypted Handshake Message, Encrypted Alert"
698,7.524088,10.239.16.243,10.125.92.181,TLSv1.2,75,Encrypted Alert
701,7.53097,10.21.113.184,10.239.16.243,TCP,44,443  >  45575 [ACK] Seq=5998 Ack=355 Win=4193792 Len=0
702,7.531001,10.21.113.184,10.79.81.239,TCP,54,443  >  55183 [ACK] Seq=5998 Ack=355 Win=4193792 Len=0
705,7.542371,10.125.92.181,10.239.16.243,TCP,44,443  >  35850 [ACK] Seq=5998 Ack=406 Win=4193792 Len=0
706,7.542374,10.125.92.181,10.239.16.243,TLSv1.2,95,"Change Cipher Spec, Encrypted Handshake Message"
707,7.542422,10.125.92.181,10.79.81.239,TCP,54,443  >  55182 [ACK] Seq=5998 Ack=406 Win=4193792 Len=0
