No.,Time,Source,Destination,Protocol,Length,Info
9182,348.00226,10.50.9.120,10.189.174.248,MDNS,130,Standard query response 0x0000 PTR 7256A5EE-DF61-4E23-ABBF-3F8B9489691B._remotepairing._tcp.local
9320,351.834636,10.50.9.120,10.189.174.248,MDNS,388,"Standard query response 0x0000 TXT, cache flush PTR _remotepairing._tcp.local PTR D35C8575-3E1C-439E-8834-794D0C0C5685._remotepairing._tcp.local SRV, cache flush 0 0 49152 Jainils-iPhone.local AAAA, cache flush fe80::30:8ad4:bf2e:16f6 A, cache flush 169.254.132.221 NSEC, cache flush Jainils-iPhone.local NSEC, cache flush D35C8575-3E1C-439E-8834-794D0C0C5685._remotepairing._tcp.local"
9332,353.939865,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8374
9335,354.530671,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305210
9377,362.928261,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8374
9378,362.960087,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305210
9411,371.045307,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8374
9414,371.595798,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305210
9485,379.500641,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8374
9501,380.423819,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305210
9968,447.939841,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8375
9975,449.209856,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305211
9976,449.294189,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8375
9981,450.367463,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305211
9988,451.890024,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8375
9993,452.745394,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305211
10006,456.09839,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8375
10011,457.030049,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305211
10050,464.652186,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8375
10053,465.191791,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305211
10150,473.117187,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8375
10153,473.821454,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305211
10184,481.293797,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8375
10193,482.702038,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305211
10224,489.906398,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8375
10229,490.840647,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305211
10252,493.861095,10.6.15.50,10.189.174.248,MDNS,98,"Standard query 0x0000 PTR _sleep-proxy._udp.local, ""QU"" question PTR _meshcop._udp.local, ""QU"" question"
10261,494.864525,10.6.15.50,10.189.174.248,MDNS,98,"Standard query 0x0000 PTR _sleep-proxy._udp.local, ""QM"" question PTR _meshcop._udp.local, ""QM"" question"
10276,497.871132,10.6.15.50,10.189.174.248,MDNS,98,"Standard query 0x0000 PTR _sleep-proxy._udp.local, ""QM"" question PTR _meshcop._udp.local, ""QM"" question"
10278,498.09493,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8375
10283,499.053554,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305211
10295,501.232066,10.6.15.50,10.189.174.248,MDNS,117,"Standard query 0x0000 PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _rfb._tcp.local, ""QM"" question PTR _adisk._tcp.local, ""QM"" question"
10317,506.640742,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8375
10321,506.889783,10.6.15.50,10.189.174.248,MDNS,98,"Standard query 0x0000 PTR _sleep-proxy._udp.local, ""QM"" question PTR _meshcop._udp.local, ""QM"" question"
10323,507.099801,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305211
12416,575.044608,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8376
12421,575.771449,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305212
12426,576.571177,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8376
12429,577.356779,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305212
12436,578.820223,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8376
12444,579.638384,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305212
12474,583.343667,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8376
12518,584.170501,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305212
13709,592.335233,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8376
13812,592.540766,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305212
13936,600.516818,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8376
13937,600.604064,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305212
13984,608.919053,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305212
13985,609.230113,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8376
14018,617.549629,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8376
14019,617.656342,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305212
14074,626.365483,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8376
14075,626.376267,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305212
14110,634.683121,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8376
14113,635.170727,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305212
14454,702.993861,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8377
14457,703.295632,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305213
14462,704.443096,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8377
14465,704.65778,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305213
14484,707.340091,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305213
14485,707.409864,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8377
14502,711.537066,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8377
14505,712.024839,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305213
14540,720.276424,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8377
14543,720.635045,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305213
14576,728.609808,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8377
14579,728.921743,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305213
14614,737.586437,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8377
14615,737.628992,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305213
14650,745.686945,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8377
14653,746.100705,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305213
14688,754.111487,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8377
14689,754.373492,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305213
14724,762.90449,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8377
14727,763.081009,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305213
15014,831.053918,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8378
15015,831.319182,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305214
15022,832.625823,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8378
15023,832.996389,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305214
15035,835.135702,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8378
15036,835.214807,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305214
15056,839.488044,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305214
15059,839.876382,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8378
15221,848.040766,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305214
15224,848.103446,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8378
15265,856.584214,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305214
15266,857.009452,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8378
15299,864.966807,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305214
15302,865.400425,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8378
15345,873.659214,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8378
15346,873.937104,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305214
15393,882.209471,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8378
15394,882.37483,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305214
15429,890.55919,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8378
15430,890.605403,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305214
15595,923.197182,10.50.9.120,10.189.174.248,MDNS,143,"Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR Hinddeep‚\200\231s MacBook Air (2)._companion-link._tcp.local"
15598,923.21325,10.6.15.50,10.189.174.248,MDNS,535,"Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _airport._tcp.local, ""QM"" question PTR _hap._tcp.local, ""QM"" question PTR _hap._udp.local, ""QM"" question PTR _airplay._tcp.local, ""QM"" question PTR _uscan._tcp.local, ""QM"" question PTR _pdl-datastream._tcp.local, ""QM"" question PTR _uscans._tcp.local, ""QM"" question PTR _ippusb._tcp.local, ""QM"" question PTR _ptp._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question PTR _scanner._tcp.local, ""QM"" question PTR _printer._tcp.local, ""QM"" question PTR _ipps._tcp.local, ""QM"" question PTR _apple-mobdev._tcp.local, ""QM"" question PTR 951807ff._sub._apple-mobdev2._tcp.local, ""QM"" question PTR _apple-pairable._tcp.local, ""QM"" question PTR _remotepairing-manual-pairing._tcp.local, ""QM"" question PTR _00000003-c00d-4bb6-cea8-16f18cfc42cc._sub._appletv-v2._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _rfb._tcp.local, ""QM"" question PTR _adisk._tcp.local, ""QM"" question PTR Hinddeep‚\200\231s MacBook Air (2)._airplay._tcp.local"
15762,959.437724,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8379
15763,959.538941,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305215
15770,960.887686,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305215
15771,961.042215,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8379
15782,963.492049,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8379
15783,963.594777,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305215
15806,968.408946,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8379
15807,968.589955,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305215
15840,976.707405,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305215
15843,977.119503,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8379
15876,985.002532,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305215
15879,985.625613,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8379
15917,993.992786,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305215
15922,994.475493,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8379
15963,1002.459086,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305215
15964,1002.651553,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8379
16011,1011.234302,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8379
16012,1011.23853,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305215
16045,1019.402454,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305215
16050,1020.03506,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c8379
16342,1087.814244,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305216
16347,1088.759186,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c837a
16352,1089.373124,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x1e305216
16357,1090.141696,10.218.160.19,10.209.121.249,DHCP,342,DHCP Discover - Transaction ID 0x7c1c837a
